"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Hungary","HUN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10010613260.186","10708915902.735","9317495621.86868","10978579284.7718","18216633112.3868","19562990880.2483","22676867827.4761","25799585544.331","27319788079.7383","31571752985.337","34859576770.3652","39274697097.2605","47999431136.0294","61955833363.7491","70710738666.9673","85323332858.0256","109047007555.583","125323028493.44","97259190764.9288","107172345140.723","122146730994.007","110596984359.093","115833299805.539","122820302233.432","109507057001.96","111069631883.681","122904333778.696","134422841352.766","133707076997.179","123737491747.746","145564398285.725","158900902005.077","173005466998.343","166429200440.263",
"IBRD only","IBD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","33579700768.8981","34372621769.41","33444389451.0784","40005517776.3877","40686192284.5436","43558755274.2466","46292736320.3632","47490428480.9788","50443985813.2702","55732837726.6311","60490810688.0068","67280424659.5376","80640645129.217","122877019303.753","204205653052.148","198294352866.713","229949897074.968","258199018943.212","278547066013.244","373551845697.607","463842339822.31","449190035069.927","438454032654.568","448896716867.356","471895985826.466","457267952687.894","410725835215.705","498422929770.565","579085039375.135","626506799540.184","665086692462.057","642371437249.531","933422750916.874","840299620979.896","899600926365.317","1058304814016.93","1143737826968.7","1243622640433.55","1199553979976.17","1265116635913.76","1524697552607.19","1496610523113.94","1631473948957.48","1944476878723.16","2497809653123","3080048527331.74","3751845524541.25","4535688148073.34","5465264647544.32","4380702030265.8","5612437295549.75","6773053385265.78","7056917785289.79","7256782065195.97","7259736749096.02","6400387943030.59","6163530699000.08","6965224382704.61","7758591833100.9","7641509442733.53","7062820678832.33","9239650655303.17","10405293741285.8","9943766596059.64","10476328433920.6",
"IDA & IBRD total","IBT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","39355509849.3951","40500828991.58","40008752072.2697","47008245635.9897","48268397070.7843","51837355163.3361","54953557104.363","56427569507.2323","60195743393.1714","66062973442.7169","72360869863.8999","79129101899.2627","93406478341.3888","139371521722.764","226266796734.44","221592568632.311","255130002947.281","287356637975.487","309722484105.604","410987116002.564","508774324305.899","492586978010.159","479053031616.136","489449989240.182","515318723068.918","500436491961.171","456543315408.397","546832885139.136","629910915758.599","681605315434.519","725238425102.945","705523389624.207","1004040808901.85","913100866719.558","983572109299.254","1150401248623.77","1239237374017.53","1342255884176.08","1296025806496.01","1363128746512.96","1635492892062.45","1607477158144.85","1749757435285.02","2078685763924.53","2662480634382.69","3277635244690.86","3984897004682.2","4810877205179.98","5797378253694.03","4666159694333.93","5957606497273.83","7177785319542.38","7454400554299.5","7665895270866.58","7681848821443.07","6780849607924.66","6532796863344.37","7388834817358.98","8218769504624.33","8111367512243.57","7479721657675.76","9756440007317.45","11011203247406.8","10541842962154.2","11115565535589.5",
"IDA total","IDA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","53078878638.4586","51266847119.2445","47929479040.4344","47856277969.7048","51257888308.7654","50976577777.5377","54222556206.4118","57299257686.5288","60111979534.9968","65164775152.6906","71732692289.8448","76983679208.161","79782001543.8556","86088797225.9203","101344005449.957","109412092275.276","112112788470.035","113984993500.716","111874701825.081","112591364014.625","125096500944.817","125846244250.234","133465341058.629","149245566876.048","180494248992.426","214446947253.986","249809703489.065","292282280276.017","352960448370.205","310173763655.203","367081881571.016","425410166725.375","407814034325.669","419908202803.1","438481225267.762","397893427570.121","387009048160.403","445906421590.128","480858251575.963","496138739887.068","435030367816.392","530607466166.344","630056468425.31","628690711254.143","675449697651.974",
"IDA blend","IDB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","497382747.248546","769173673.785959","751533742.331288","1175342465.75342","1345889844.1956","1816385542.16867","3263373493.9759","7482168674.6988","6868915662.6506","8264096385.54217","10760963855.4217","11251894887.5076","15453888920.6622","22088390916.7354","23629067626.4868","20176590280.0067","22488286931.2596","23177770013.3423","20279853770.1021","16387068856.9447","18661070321.4196","21110162564.1561","24640067876.9285","28982531183.3725","33063806609.367","38801726176.401","42274397859.4989","46896633113.5023","53185312942.0389","58717201041.7111","60106038403.5787","50555726234.5501","49720260589.8075","67621169165.827","62625875833.9076","63956798804.501","71553141044.9888","82744351781.0167","97387627565.9961","113143425287.798","127226102177.005","152090401421.802","130357798591.185","183480562961.321","235095129132.988","225744403267.742","218308408827.835","210820082831.806","182158298802.029","177886012744.865","204924485909.157","218905647886.556","208057763659.252","183546577017.375","254109508154.492","323218198016.355","298282074769.176","309745619367.11",
"IDA only","IDX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33099304095.8113","35596847517.07","35717369018.7521","40220687410.7017","52224157269.8912","53333949897.3717","52022376155.5586","54884885203.7904","55657249221.2787","57297693269.8288","67095184369.5576","67578082402.9852","71970956336.3525","78330082837.0434","96949877071.4763","117170117319.805","138260896711.403","165868715630.268","200393510529.511","171216050247.862","208396322386.375","236707080986.024","226307071415.095","234133061311.978","249038177943.311","227823103733.762","225121082298.123","256434568318.437","278125446174.349","289991154306.859","257213642933.401","315700704596.133","370680506305.138","372762259178.305","396743686928.126",
"Isle of Man","IMN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1652701652.70165","1688401688.40169","1757701757.70176","2072702072.70207","2104202104.2021","1969801969.80197","1888225564.87049","2022666666.66667","2144000000","2170666666.66667","2361333333.33333","2469914214.15473","2878233145.16372","3599236351.42232","4808449429.90723","5560878503.24078","6868148772.67222","7754701053.93862","8670401540.12653","10326638765.7562","11439738400.0812","11485699151.0595","12009417676.7037","12741335281.0764","13330716432.207","12217447521.8095","12937864153.5995","15638662913.9839","17899838408.9376","20770696112.0947","22639774911.5525","22943398073.2995","25486029046.6975","27466541462.9135","32361214431.4321","39068855117.8518","40803004618.1754","44459225642.5392","46426465025.0477","52544483402.6936","60878472821.2004","60963415576.6447","73452895951.6331","90838575243.7621","126648472020.752","160838260680.778","199973922363.783","253077526013.168","288902044820.698","273752124889.211","375353514026.267","447384417625.093","448400477361.254","472180271340.149","468345815420.933","416787940847.812","439642578076.358","498258808231.521","538635186135.438","529245063167.215","499728529072.629","677769255428.552","778021514754.531","780408530088.596","828633462822.497",
"Not classified","INX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","1454713664.71366","1647964737.4473","1954551534.22502","2545049199.30542","3009302154.29939","3624898954.70383","3914806113.78432","4973658469.57","6547734823.31622","8154123146.35719","9647829745.91358","8965732031.94321","9241996422.98234","9750544191.05412","10718899607.3075","11493861081.0361","14098607460.7885","17787862827.7154","20998869826.0348","23122496930.461","26973256480.396","27672816580.0482","32659492161.3292","33215376206.5356","38803597173.1449","50831601010.101","56772634828.629","63903020534.8615","76059819446.002","85503819007.6241","94585420135.4433","104124690521.708","116314441499.134","133120825671.455","156422087093.095","168500889052.787","183503199103.63","218323433918.391","232293894049.944","221207120802.268","229110073281.4","246785558203.065","235594116733.999","254904137384.207","294328676543.308","371713639723.993","379711934245.387","435020704686.82","486281268863.199","518154045109.787","591370663631.035","706930224004.124","749810175485.705","744704091311.662","852093091980.703",
"Iran, Islamic Rep.","IRN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","581541416.30363","607915176.686469","680443017.729373","755608234.79868","882202284.607261","1000884206.29703","1106379247.81518","1306819826.67987","1507260405.54455","1756492441.09571","2026823484.9637","3172763666.52602","3936283736.25082","9056140483.66772","21889677076.8207","21091425210.7649","25319975895.924","24821052416.5545","18308804922.6676","24176515151.1742","12961626483.9958","12431487008.5221","21524982662.542","22725836919.8766","18359078550.0316","16006784597.2553","7802605539.08557","12271835669.7743","8964962591.90313","11841502481.9823","16573631049.529","18198012420.8553","15767057948.5","16197325830.6306","20321213940.3599","20900063457.2545","24315730858.415","19682874297.8953","13986840980.0374","21963669399.3289","23526115004.3622","24491811634.3014","31402849782.6087","37411894954.1174","47439812814.543","68235356549.928","79332810982.0555","100876666987.614","107921993806.142","94038986373.9919","118843286439.694","156851049078.635","144745274388.254","126015225003.529","105542726658.871","76604098444.8952","97141272420.2746","111215877944.701","124117088936.281","78323193638.1025","50928640259.5877","87573883806.4462","105751833274.587","97923912723.9624","100031086881.888",
"Iraq","IRQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","1224999510.0002","1687411598.30269","1519074797.23641","2378672829.31661","7029800203.1832","7042668472.73959","10185912631.2225","11148662377.2435","13467998645.4453","23617676938.7064","33374666666.6667","11959333333.3333","11168333333.3333","10023870967.7419","12046129032.2581","12176451612.9032","7799354838.70968","13184193548.3871","12340967741.9355","14460000000","13888387096.7742","5262247.83861671","3224627.22462722","779620.777054124","1419562.91518244","693280.952105841","955911.855810744","13257740142.5309","16060750015.0485","28632988388.8919","36613563337.9565","23613582830.5736","23237627426.1129","16965698641.099","20614098525.976","27209318290.6438","33245806395.2592","40776066436.0361","66239316768.7241","43993209758.12","54598900000","82505400000","97029491173.9845","93065600000","88949000000","57560658811.4108","46869152413.2091","63496860304.0541","92771934474.7411","88902900000","50199918397.8191","78260500000","127955205517.241","106560874026.221","104886427209.692",
